#yyyymm,locid,faacarrier,nominal_taxi_out,nominal_taxi_in
201301,ATL,FIV,12.9,7.0
201301,ATL,FLG,14.9,7.4
201301,ATL,FWK,12.9,7.0
201301,ATL,GEC,12.9,7.0
201301,ATL,GTI,12.9,7.0
201301,ATL,JAS,12.9,7.0
201301,ATL,JNH,12.9,7.0
201301,ATL,JZA,12.9,7.0
201301,ATL,KAL,12.9,7.0
201301,ATL,LBQ,12.9,7.0
201301,ATL,LCO,12.9,7.0
201301,ATL,LJY,12.9,7.0
201301,ATL,LXJ,12.9,7.0
201301,ATL,LYC,12.9,7.0
201301,ATL,MDS,12.9,7.0
201301,ATL,MTN,12.9,7.0
201301,ATL,NKS,12.9,7.0
201301,ATL,NMI,12.9,7.0
201301,ATL,OAE,12.9,7.0
201301,ATL,OPT,12.9,7.0
201301,ATL,PAT,12.9,7.0
201301,ATL,PLT,12.9,7.0
201301,ATL,QTR,12.9,7.0
201301,ATL,RAX,12.9,7.0
201301,ATL,RBY,12.9,7.0
201301,ATL,RLI,12.9,7.0
201301,ATL,RPA,12.9,7.0
201301,ATL,RPN,12.9,7.0
201301,ATL,RUF,12.9,7.0
201301,ATL,SBE,12.9,7.0
201301,ATL,SCX,12.9,7.0
201301,ATL,SIL,12.9,7.0
201301,ATL,SKW,13.6,7.4
201301,ATL,SLI,12.9,7.0
201301,ATL,SOO,12.9,7.0
201301,ATL,SQC,12.9,7.0
201301,ATL,SUB,12.9,7.0
201301,ATL,SWA,12.9,7.0
201301,ATL,SWQ,12.9,7.0
201301,ATL,TCF,12.9,7.0
201301,ATL,TRS,10.1,6.7
201301,ATL,UAL,12.8,5.5
201301,ATL,ULA,12.9,7.0
201301,ATL,UPS,12.9,7.0
201301,ATL,USA,14.6,6.1
201301,ATL,VET,12.9,7.0
201301,ATL,VNR,12.9,7.0
201301,ATL,VRT,12.9,7.0
201301,ATL,WDY,12.9,7.0
201301,ATL,WJM,12.9,7.0
201301,ATL,XSR,12.9,7.0
201301,ATS,ALL_FLTS,11.3,5.2
201301,ATS,VNR,11.3,5.2
201301,ATW,AAY,9.5,3.5
201301,ATW,ALL_FLTS,11.174109263657957,4.306982543640898
201301,ATW,ASQ,9.5,3.5
201301,ATW,DAL,9.5,3.5
201301,ATW,DCM,9.5,3.5
201301,ATW,EJA,9.5,3.5
201301,ATW,FDX,9.5,3.5
201301,ATW,FLG,13.1,5.1
201301,ATW,FRG,9.5,3.5
201301,ATW,SKW,9.9,3.9
201301,ATY,ALL_FLTS,11.3,5.2
201301,ATY,GLA,11.3,5.2
201301,AUG,ALL_FLTS,11.3,5.2
201301,AUG,KAP,11.3,5.2
201301,AUM,ALL_FLTS,11.3,5.2
201301,AUM,JTL,11.3,5.2
201301,AUO,ALL_FLTS,11.3,5.2
201301,AUO,EJA,11.3,5.2
201301,AUO,ELJ,11.3,5.2
201301,AUO,LXJ,11.3,5.2
201301,AUO,RJC,11.3,5.2
201301,AUO,RSP,11.3,5.2
201301,AUO,UJC,11.3,5.2
201301,AUS,AAL,10.8,4.9
201301,AUS,AJI,9.9,4.6
201301,AUS,ALL_FLTS,9.97702974726012,4.523260481712756
201301,AUS,ASA,11.5,4.1
201301,AUS,ASH,10.8,5.3
201301,AUS,ASQ,9.9,4.6
201301,AUS,BJS,9.9,4.6
201301,AUS,BVN,9.9,4.6
201301,AUS,CAP,9.9,4.6
201301,AUS,CNS,9.9,4.6
201301,AUS,CNV,9.9,4.6
201301,AUS,CTL,9.9,4.6
201301,AUS,CYO,9.9,4.6
201301,AUS,DAL,11.6,5.4
201301,AUS,DCM,9.9,4.6
201301,AUS,DRL,9.9,4.6
201301,AUS,EDG,9.9,4.6
201301,AUS,EGF,9.9,4.6
201301,AUS,EJA,9.9,4.6
201301,AUS,EJM,9.9,4.6
201301,AUS,ELJ,9.9,4.6
201301,AUS,EMD,9.9,4.6
201301,AUS,FDX,9.9,4.6
201301,AUS,FFT,9.8,5.0
201301,AUS,FIV,9.9,4.6
201301,AUS,FLC,9.9,4.6
201301,AUS,FLG,12.3,4.5
201301,AUS,FSP,9.9,4.6
201301,AUS,FTH,9.9,4.6
201301,AUS,GAJ,9.9,4.6
201301,AUS,GJS,9.9,4.6
201301,AUS,GTH,9.9,4.6
201301,AUS,GTX,9.9,4.6
201301,AUS,HKB,9.9,4.6
201301,AUS,HRC,9.9,4.6
201301,AUS,JBU,11.4,3.8
201301,AUS,JTL,9.9,4.6
201301,AUS,JUS,9.9,4.6
201301,AUS,LAK,9.9,4.6
201301,AUS,LXJ,9.9,4.6
201301,AUS,MRA,9.9,4.6
201301,AUS,MRC,9.9,4.6
201301,AUS,NSH,9.9,4.6
201301,AUS,OAT,9.9,4.6
201301,AUS,OPT,9.9,4.6
201301,AUS,OUA,9.9,4.6
201301,AUS,PAT,9.9,4.6
201301,AUS,PJM,9.9,4.6
201301,AUS,RBY,9.9,4.6
201301,AUS,RPA,9.9,4.6
201301,AUS,RSP,9.9,4.6
201301,AUS,RUF,9.9,4.6
201301,AUS,SBE,9.9,4.6
201301,AUS,SCX,9.9,4.6
201301,AUS,SFH,9.9,4.6
201301,AUS,SKW,10.8,4.8
201301,AUS,SNC,9.9,4.6
201301,AUS,SWA,8.5,4.1
201301,AUS,SWQ,9.9,4.6
201301,AUS,TCF,9.9,4.6
201301,AUS,TFF,9.9,4.6
201301,AUS,TRS,9.9,4.6
201301,AUS,TWY,9.9,4.6
201301,AUS,UAL,9.9,4.6
201301,AUS,UPS,9.9,4.6
201301,AUS,USA,9.9,4.6
201301,AUS,VET,9.9,4.6
201301,AUS,VMP,9.9,4.6
201301,AUS,VNR,9.9,4.6
201301,AUS,WDY,9.9,4.6
201301,AUS,XSR,9.9,4.6
201301,AUW,ALL_FLTS,11.3,5.2
201301,AUW,JTL,11.3,5.2
201301,AVL,AAY,11.9,3.0
201301,AVL,ALL_FLTS,12.040492957746478,3.0610714285714287
201301,AVL,ASQ,11.9,3.0
201301,AVL,AWI,11.9,3.0
201301,AVL,CHQ,11.9,3.0
201301,AVL,CNS,11.9,3.0
201301,AVL,DAL,11.9,3.0
201301,AVL,EJA,11.9,3.0
201301,AVL,FIV,11.9,3.0
201301,AVL,JIA,11.9,3.0
201301,AVL,JLG,11.9,3.0
201301,AVL,LXJ,11.9,3.0
201301,AVL,NGF,11.9,3.0
201301,AVL,PDT,11.9,3.0
201301,AVL,SKW,13.3,3.6
201301,AVL,VNR,11.9,3.0
201301,AVP,ALL_FLTS,11.518478260869566,3.1119825708061004
201301,AVP,ASH,11.1,3.1
201301,AVP,ASQ,11.1,3.1
201301,AVP,AWI,11.1,3.1
201301,AVP,CNS,11.1,3.1
201301,AVP,EJA,11.1,3.1
201301,AVP,FLG,14.6,3.2
201301,AVP,FWK,11.1,3.1
201301,AVP,JIA,11.1,3.1
201301,AVP,OAT,11.1,3.1
201301,AVP,PDT,11.1,3.1
201301,AVP,SRY,11.1,3.1
201301,AVP,UCA,11.1,3.1
201301,AVQ,ALL_FLTS,11.3,5.2
201301,AVQ,BJS,11.3,5.2
201301,AVQ,EJA,11.3,5.2
201301,AVQ,EJM,11.3,5.2
201301,AVQ,WWI,11.3,5.2
201301,AWI,ALL_FLTS,11.3,5.2
201301,AWI,SVX,11.3,5.2
201301,AWM,ALL_FLTS,11.3,5.2
201301,AXN,ALL_FLTS,11.3,5.2
201301,AXN,BMJ,11.3,5.2
201301,AZO,ALL_FLTS,12.426530612244898,4.0285714285714285
201301,AZO,ASQ,9.5,3.4
201301,AZO,CHQ,9.5,3.4
201301,AZO,EGF,10.4,2.7
201301,AZO,EJA,9.5,3.4
201301,AZO,FLG,16.4,5.3
201301,AZO,GDG,9.5,3.4
201301,AZO,GLT,9.5,3.4
201301,AZO,RVJ,9.5,3.4
201301,BAD,ALL_FLTS,11.3,5.2
201301,BAD,TRS,11.3,5.2
201301,BAF,ALL_FLTS,11.3,5.2
201301,BAF,CGX,11.3,5.2
201301,BAF,EJA,11.3,5.2
201301,BAF,EJM,11.3,5.2
201301,BAF,GTH,11.3,5.2
201301,BAF,SGB,11.3,5.2
201301,BAF,SRY,11.3,5.2
201301,BAF,TFF,11.3,5.2
201301,BAF,TWY,11.3,5.2
201301,BAF,UJT,11.3,5.2
201301,BAK,ALL_FLTS,11.3,5.2
201301,BAK,EJA,11.3,5.2
201301,BAK,JTL,11.3,5.2
201301,BBD,ALL_FLTS,11.3,5.2
201301,BBD,NGF,11.3,5.2
201301,BBD,XSR,11.3,5.2
201301,BBG,ALL_FLTS,9.133734939759035,5.2
201301,BBG,FFT,9.3,5.2
201301,BBG,TRS,9.1,5.2
201301,BBW,ALL_FLTS,11.3,5.2
201301,BBW,AMF,11.3,5.2
201301,BCT,ALL_FLTS,11.3,5.2
201301,BCT,BJS,11.3,5.2
201301,BCT,CNS,11.3,5.2
201301,BCT,DCM,11.3,5.2
201301,BCT,ECJ,11.3,5.2
201301,BCT,EDG,11.3,5.2
201301,BCT,EJA,11.3,5.2
201301,BCT,EJM,11.3,5.2
201301,BCT,ELJ,11.3,5.2
201301,BCT,FIV,11.3,5.2
201301,BCT,FJS,11.3,5.2
201301,BCT,GTH,11.3,5.2
201301,BCT,HPJ,11.3,5.2
201301,BCT,JLG,11.3,5.2
201301,BCT,KEY,11.3,5.2
201301,BCT,LXJ,11.3,5.2
201301,BCT,OPT,11.3,5.2
201301,BCT,RVJ,11.3,5.2
201301,BCT,SBE,11.3,5.2
201301,BCT,TFF,11.3,5.2
201301,BCT,VNR,11.3,5.2
201301,BCT,WML,11.3,5.2
201301,BCT,XLS,11.3,5.2
201301,BDL,AAL,11.6,3.7
201301,BDL,ABX,10.9,4.5
201301,BDL,ALL_FLTS,10.651349572086898,4.428391793514229
201301,BDL,AMF,10.9,4.5
201301,BDL,ASH,10.2,4.4
201301,BDL,ASQ,10.9,4.5
201301,BDL,AWI,10.9,4.5
201301,BDL,BBA,10.9,4.5
201301,BDL,CCI,10.9,4.5
201301,BDL,CHQ,10.9,4.5
201301,BDL,CNS,10.9,4.5
201301,BDL,CPZ,10.9,4.5
201301,BDL,DAL,13.0,5.9
201301,BDL,EGF,10.9,3.1
201301,BDL,EJA,10.9,4.5
201301,BDL,EJM,10.9,4.5
201301,BDL,ELJ,10.9,4.5
201301,BDL,FDX,10.6,5.4
201301,BDL,FIV,10.9,4.5
201301,BDL,FLC,10.9,4.5
201301,BDL,FLG,10.9,4.5
201301,BDL,FLX,10.9,4.5
201301,BDL,GGN,10.9,4.5
201301,BDL,GJS,10.9,4.5
201301,BDL,JAS,10.9,4.5
201301,BDL,JBU,10.9,4.5
201301,BDL,JIA,10.9,4.5
201301,BDL,JZA,10.9,4.5
201301,BDL,KEY,10.9,4.5
201301,BDL,LAK,10.9,4.5
201301,BDL,LBQ,10.9,4.5
201301,BDL,LKF,10.9,4.5
201301,BDL,LMO,10.9,4.5
201301,BDL,LOF,10.9,4.5
201301,BDL,LXJ,10.9,4.5
201301,BDL,MLN,10.9,4.5
201301,BDL,NSH,10.9,4.5
201301,BDL,OPN,10.9,4.5
201301,BDL,OPT,10.9,4.5
201301,BDL,PAT,10.9,4.5
201301,BDL,PDT,10.9,4.5
201301,BDL,PHJ,10.9,4.5
201301,BDL,PRY,10.9,4.5
201301,BDL,RBY,10.9,4.5
201301,BDL,RLI,10.9,4.5
201301,BDL,RPA,10.9,4.5
201301,BDL,RQT,10.9,4.5
201301,BDL,SBE,10.9,4.5
201301,BDL,SWA,7.9,4.1
201301,BDL,TFF,10.9,4.5
201301,BDL,TKK,10.9,4.5
201301,BDL,UAL,11.0,4.5
201301,BDL,UCA,10.9,4.5
201301,BDL,UJC,10.9,4.5
201301,BDL,UPS,10.9,4.5
201301,BDL,USA,12.0,3.8
201301,BDL,USC,10.9,4.5
201301,BDL,VNR,10.9,4.5
201301,BDL,WIG,10.9,4.5
201301,BDN,ALL_FLTS,8.302941176470588,3.0
201301,BDN,AMF,7.6,3.0
201301,BDN,CFS,7.6,3.0
201301,BDN,DCM,7.6,3.0
201301,BDN,OPT,7.6,3.0
201301,BDN,QXE,7.6,3.0
201301,BDN,SKW,9.1,3.0
201301,BDN,UAL,7.6,3.0
201301,BDR,ALL_FLTS,11.3,5.2
201301,BDR,CNS,11.3,5.2
201301,BDR,EJA,11.3,5.2
201301,BDR,EJM,11.3,5.2
201301,BDR,GAJ,11.3,5.2
201301,BDR,OPT,11.3,5.2
201301,BDR,PGN,11.3,5.2
201301,BDR,WIG,11.3,5.2
201301,BEC,ALL_FLTS,11.3,5.2
201301,BEC,EJA,11.3,5.2
201301,BED,ALL_FLTS,11.3,5.2
201301,BED,AMF,11.3,5.2
201301,BED,ASQ,11.3,5.2
201301,BED,BJS,11.3,5.2
201301,BED,BSK,11.3,5.2
201301,BED,CNS,11.3,5.2
201301,BED,DAL,11.3,5.2
201301,BED,DCM,11.3,5.2
201301,BED,DDA,11.3,5.2
201301,BED,ECJ,11.3,5.2
201301,BED,EDG,11.3,5.2
201301,BED,EJA,11.3,5.2
201301,BED,EJM,11.3,5.2
201301,BED,ELJ,11.3,5.2
201301,BED,FIV,11.3,5.2
201301,BED,FJS,11.3,5.2
201301,BED,FLG,11.3,5.2
201301,BED,FTH,11.3,5.2
201301,BED,GPD,11.3,5.2
201301,BED,GTH,11.3,5.2
201301,BED,HPN,11.3,5.2
201301,BED,JAS,11.3,5.2
201301,BED,LAK,11.3,5.2
201301,BED,LRT,11.3,5.2
201301,BED,LXJ,11.3,5.2
201301,BED,MMN,11.3,5.2
201301,BED,NGF,11.3,5.2
201301,BED,OPT,11.3,5.2
201301,BED,PJC,11.3,5.2
201301,BED,RJC,11.3,5.2
201301,BED,RSP,11.3,5.2
201301,BED,RVJ,11.3,5.2
201301,BED,SWQ,11.3,5.2
201301,BED,TFF,11.3,5.2
201301,BED,TWY,11.3,5.2
201301,BED,UJC,11.3,5.2
201301,BED,USC,11.3,5.2
201301,BED,VNR,11.3,5.2
201301,BFD,ALL_FLTS,11.3,5.2
201301,BFD,SIL,11.3,5.2
201301,BFD,SRY,11.3,5.2
201301,BFF,ALL_FLTS,11.3,5.2
201301,BFF,EJA,11.3,5.2
201301,BFF,EMD,11.3,5.2
201301,BFF,GLA,11.3,5.2
201301,BFF,JTL,11.3,5.2
201301,BFF,LYM,11.3,5.2
201301,BFF,ULA,11.3,5.2
201301,BFI,ABX,11.3,5.2
201301,BFI,ALL_FLTS,11.3,5.2
201301,BFI,AMF,11.3,5.2
201301,BFI,APC,11.3,5.2
201301,BFI,BJS,11.3,5.2
201301,BFI,BSK,11.3,5.2
201301,BFI,CCI,11.3,5.2
201301,BFI,DCM,11.3,5.2
201301,BFI,DOJ,11.3,5.2
201301,BFI,EJA,11.3,5.2
201301,BFI,EJM,11.3,5.2
201301,BFI,FIV,11.3,5.2
201301,BFI,GAJ,11.3,5.2
201301,BFI,HRF,11.3,5.2
201301,BFI,LXJ,11.3,5.2
201301,BFI,LYM,11.3,5.2
201301,BFI,OPT,11.3,5.2
201301,BFI,RGY,11.3,5.2
201301,BFI,RSP,11.3,5.2
201301,BFI,UPS,11.3,5.2
201301,BFI,VNR,11.3,5.2
201301,BFL,ALL_FLTS,8.458018867924528,3.7142212189616255
201301,BFL,AMF,8.6,3.6
201301,BFL,ASH,9.7,4.9
201301,BFL,DCM,8.6,3.6
201301,BFL,EJM,8.6,3.6
201301,BFL,IFX,8.6,3.6
201301,BFL,JAS,8.6,3.6
201301,BFL,PCM,8.6,3.6
201301,BFL,RPN,8.6,3.6
201301,BFL,RSP,8.6,3.6
201301,BFL,SIS,8.6,3.6
201301,BFL,SKW,8.1,3.5
201301,BFM,AAL,11.3,5.2
201301,BFM,ALL_FLTS,11.3,5.2
201301,BFM,BSK,11.3,5.2
201301,BFM,EJA,11.3,5.2
201301,BFM,EJM,11.3,5.2
201301,BFM,FDX,11.3,5.2
201301,BFM,FLX,11.3,5.2
201301,BFM,LJY,11.3,5.2
201301,BFM,RMF,11.3,5.2
201301,BFM,USA,11.3,5.2
201301,BFM,USC,11.3,5.2
201301,BGD,ALL_FLTS,11.3,5.2
201301,BGD,EJA,11.3,5.2
201301,BGE,ALL_FLTS,11.3,5.2
201301,BGE,EJA,11.3,5.2
201301,BGE,IMG,11.3,5.2
201301,BGM,ALL_FLTS,11.64041095890411,3.8
201301,BGM,AMF,11.0,3.8
201301,BGM,DOJ,11.0,3.8
201301,BGM,FLG,14.4,3.8
201301,BGM,KFS,11.0,3.8
201301,BGM,PDT,11.0,3.8
201301,BGM,UCA,11.0,3.8
201301,BGR,ALL_FLTS,14.3,4.4
201301,BGR,ASQ,14.3,4.4
201301,BGR,AWI,14.3,4.4
201301,BGR,CNS,14.3,4.4
201301,BGR,CPZ,14.3,4.4
201301,BGR,EJA,14.3,4.4
201301,BGR,GJS,14.3,4.4
201301,BGR,JIA,14.3,4.4
201301,BGR,NGF,14.3,4.4
201301,BGR,RPA,14.3,4.4
201301,BGR,TCF,14.3,4.4
201301,BGR,WIG,14.3,4.4
201301,BHB,ALL_FLTS,11.3,5.2
201301,BHB,EJA,11.3,5.2
201301,BHB,KAP,11.3,5.2
201301,BHB,TFF,11.3,5.2
201301,BHM,AAL,11.3,2.9
201301,BHM,AAY,10.4,3.0
201301,BHM,ALL_FLTS,10.169364448857994,2.9433758586849854
201301,BHM,ASH,13.3,3.6
201301,BHM,ASQ,10.4,3.0
201301,BHM,AWI,10.4,3.0
201301,BHM,BJS,10.4,3.0
201301,BHM,BSK,10.4,3.0
201301,BHM,CAP,10.4,3.0
201301,BHM,CHQ,10.4,3.0
201301,BHM,CNS,10.4,3.0
201301,BHM,CPZ,10.4,3.0
201301,BHM,CTL,10.4,3.0
201301,BHM,CXP,10.4,3.0
201301,BHM,DAL,14.4,4.0
201301,BHM,DCM,10.4,3.0
201301,BHM,DPS,10.4,3.0
201301,BHM,EGF,10.4,3.0
201301,BHM,EJA,10.4,3.0
201301,BHM,EJM,10.4,3.0
201301,BHM,ELJ,10.4,3.0
201301,BHM,FDX,10.4,3.0
201301,BHM,FIV,10.4,3.0
201301,BHM,FJS,10.4,3.0
201301,BHM,FLG,12.3,2.8
201301,BHM,FLX,10.4,3.0
201301,BHM,GPD,10.4,3.0
201301,BHM,IMG,10.4,3.0
201301,BHM,JIA,10.4,3.0
201301,BHM,KAI,10.4,3.0
201301,BHM,LBQ,10.4,3.0
201301,BHM,LJY,10.4,3.0
201301,BHM,LXJ,10.4,3.0
201301,BHM,MTN,10.4,3.0
201301,BHM,OPT,10.4,3.0
201301,BHM,PRY,10.4,3.0
201301,BHM,RVC,10.4,3.0
201301,BHM,SBE,10.4,3.0
201301,BHM,SFH,10.4,3.0
201301,BHM,SKQ,10.4,3.0
201301,BHM,SWA,7.5,2.5
201301,BHM,TRS,10.4,3.0
201301,BHM,TWY,10.4,3.0
201301,BHM,UJC,10.4,3.0
201301,BHM,UPS,10.4,3.0
201301,BHM,USC,10.4,3.0
201301,BHM,VNR,10.4,3.0
201301,BID,ALL_FLTS,11.3,5.2
201301,BID,CAP,11.3,5.2
201301,BID,CNS,11.3,5.2
201301,BIE,ALL_FLTS,11.3,5.2
201301,BIE,AMF,11.3,5.2
201301,BIF,ALL_FLTS,11.3,5.2
201301,BIF,DAL,11.3,5.2
201301,BIF,GTI,11.3,5.2
201301,BIF,OAE,11.3,5.2
201301,BIF,SPA,11.3,5.2
201301,BIF,SWA,11.3,5.2
201301,BIF,TRS,11.3,5.2
201301,BIF,UAL,11.3,5.2
201301,BIF,VDA,11.3,5.2
201301,BIF,WOA,11.3,5.2
201301,BIH,ALL_FLTS,11.3,5.2
201301,BIH,EJA,11.3,5.2
201301,BIKF,ALL_FLTS,11.3,5.2
201301,BIKF,ICE,11.3,5.2
201301,BIL,AAY,9.7,3.5
201301,BIL,AIP,9.7,3.5
201301,BIL,ALL_FLTS,10.013095238095238,3.4147286821705425
201301,BIL,ASQ,9.7,3.5
201301,BIL,CPZ,9.7,3.5
201301,BIL,DAL,9.7,3.5
201301,BIL,DCM,9.7,3.5
201301,BIL,DKT,9.7,3.5
201301,BIL,EJA,9.7,3.5
201301,BIL,ELJ,9.7,3.5
201301,BIL,FDX,9.7,3.5
201301,BIL,FLG,9.7,3.5
201301,BIL,QXE,9.7,3.5
201301,BIL,RPA,9.7,3.5
201301,BIL,SKW,11.0,3.5
201301,BIL,TFF,9.7,3.5
201301,BIL,UAL,9.5,2.7
201301,BIL,UPS,9.7,3.5
201301,BIS,AAY,8.9,3.5
201301,BIS,ALL_FLTS,9.173854447439354,3.371578947368421
201301,BIS,ASQ,8.9,3.5
201301,BIS,CPZ,8.9,3.5
201301,BIS,DAL,10.5,4.3
201301,BIS,FFT,8.9,3.5
201301,BIS,FLG,8.2,3.0
201301,BIS,JTL,8.9,3.5
201301,BIS,MLN,8.9,3.5
201301,BIS,MRA,8.9,3.5
201301,BIS,RPA,8.9,3.5
201301,BIS,SCX,8.9,3.5
201301,BIS,SKW,9.6,3.4
201301,BJC,ALL_FLTS,11.3,5.2
201301,BJC,DCM,11.3,5.2
201301,BJC,EJA,11.3,5.2
201301,BJC,FIV,11.3,5.2
201301,BJC,FTH,11.3,5.2
201301,BJC,GTH,11.3,5.2
201301,BJC,JAS,11.3,5.2
201301,BJC,JNH,11.3,5.2
201301,BJC,JTL,11.3,5.2
201301,BJC,LXJ,11.3,5.2
201301,BJC,RSP,11.3,5.2
201301,BJC,TWY,11.3,5.2
201301,BJC,VNR,11.3,5.2
201301,BJI,ALL_FLTS,11.3,5.2
201301,BJI,BMJ,11.3,5.2
201301,BJI,SKW,11.3,5.2
201301,BJJ,ALL_FLTS,11.3,5.2
201301,BJJ,EJA,11.3,5.2
201301,BKD,ALL_FLTS,11.3,5.2
201301,BKD,FIV,11.3,5.2
201301,BKD,SBE,11.3,5.2
201301,BKD,XSR,11.3,5.2
201301,BKL,ALL_FLTS,11.3,5.2
201301,BKL,DDA,11.3,5.2
201301,BKL,EJA,11.3,5.2
201301,BKL,EJM,11.3,5.2
201301,BKL,FIV,11.3,5.2
201301,BKL,GTH,11.3,5.2
201301,BKL,JLG,11.3,5.2
201301,BKL,LXJ,11.3,5.2
201301,BKL,OPT,11.3,5.2
201301,BKL,PXG,11.3,5.2
201301,BKL,SWQ,11.3,5.2
201301,BKV,ALL_FLTS,11.3,5.2
201301,BKV,VNR,11.3,5.2
201301,BKW,ALL_FLTS,11.3,5.2
201301,BKW,RSP,11.3,5.2
201301,BKW,SIL,11.3,5.2
201301,BKW,SNC,11.3,5.2
201301,BLH,ALL_FLTS,11.3,5.2
201301,BLH,AMF,11.3,5.2
201301,BLI,AAY,11.3,5.2
201301,BLI,ALL_FLTS,11.3,5.2
201301,BLI,ASA,11.3,5.2
201301,BLI,CFS,11.3,5.2
201301,BLI,LXJ,11.3,5.2
201301,BLI,QXE,11.3,5.2
201301,BLI,RPA,11.3,5.2
201301,BLM,ALL_FLTS,11.3,5.2
201301,BLM,CNS,11.3,5.2
201301,BLM,EJA,11.3,5.2
201301,BLM,FIV,11.3,5.2
201301,BLM,TFF,11.3,5.2
201301,BLM,VNR,11.3,5.2
201301,BLV,ALL_FLTS,11.3,5.2
201301,BMG,ALL_FLTS,11.3,5.2
201301,BMG,ASQ,11.3,5.2
201301,BMG,BSK,11.3,5.2
201301,BMG,EJA,11.3,5.2
201301,BMG,FLG,11.3,5.2
201301,BMG,JTL,11.3,5.2
201301,BMG,LXJ,11.3,5.2
201301,BMG,OPT,11.3,5.2
201301,BMI,ALL_FLTS,8.158306188925081,3.6952380952380954
201301,BMI,ASQ,8.0,3.8
201301,BMI,BSK,8.0,3.8
201301,BMI,CHQ,8.0,3.8
201301,BMI,EGF,8.9,3.2
201301,BMI,FFT,8.0,3.8
201301,BMI,FIV,8.0,3.8
201301,BMI,FLG,8.0,3.8
201301,BMI,JLG,8.0,3.8
201301,BMI,MLN,8.0,3.8
201301,BMI,RPA,8.0,3.8
201301,BMI,SWQ,8.0,3.8
201301,BMI,TWY,8.0,3.8
201301,BML,ALL_FLTS,11.3,5.2
201301,BML,OPT,11.3,5.2
201301,BML,RSP,11.3,5.2
201301,BNA,AAL,10.0,5.5
201301,BNA,ABX,9.8,5.4
201301,BNA,ALL_FLTS,9.8492413549753,5.057623516911635
201301,BNA,ASH,11.8,5.1
201301,BNA,ASQ,9.8,5.4
201301,BNA,AWI,9.8,5.4
201301,BNA,BJS,9.8,5.4
201301,BNA,CHQ,9.8,5.4
201301,BNA,CNS,9.8,5.4
201301,BNA,CPZ,9.8,5.4
201301,BNA,CTL,9.8,5.4
201301,BNA,DAL,16.3,5.8
201301,BNA,DCM,9.8,5.4
201301,BNA,DDA,9.8,5.4
201301,BNA,DRL,9.8,5.4
201301,BNA,EGC,9.8,5.4
201301,BNA,EGF,10.1,4.4
201301,BNA,EJA,9.8,5.4
201301,BNA,EJM,9.8,5.4
201301,BNA,ELJ,9.8,5.4
201301,BNA,ELT,9.8,5.4
201301,BNA,EMD,9.8,5.4
201301,BNA,FDX,9.8,5.4
201301,BNA,FFT,10.9,6.9
201301,BNA,FIV,9.8,5.4
201301,BNA,FLC,9.8,5.4
201301,BNA,FLG,13.6,5.6
201301,BNA,FSR,9.8,5.4
201301,BNA,FTH,9.8,5.4
201301,BNA,FWK,9.8,5.4
201301,BNA,GCT,9.8,5.4
201301,BNA,GJS,9.8,5.4
201301,BNA,GTW,9.8,5.4
201301,BNA,HPJ,9.8,5.4
201301,BNA,IMG,9.8,5.4
201301,BNA,JAS,9.8,5.4
201301,BNA,JBU,9.8,5.4
201301,BNA,JDC,9.8,5.4
201301,BNA,JIA,9.8,5.4
201301,BNA,JNH,9.8,5.4
201301,BNA,JTL,9.8,5.4
201301,BNA,JZA,9.8,5.4
201301,BNA,LAK,9.8,5.4
201301,BNA,LBQ,9.8,5.4
201301,BNA,LJY,9.8,5.4
201301,BNA,LKF,9.8,5.4
201301,BNA,LOF,9.8,5.4
201301,BNA,LRT,9.8,5.4
201301,BNA,LXJ,9.8,5.4
201301,BNA,MJI,9.8,5.4
201301,BNA,OAT,9.8,5.4
201301,BNA,OKL,9.8,5.4
201301,BNA,OPT,9.8,5.4
201301,BNA,PAT,9.8,5.4
201301,BNA,PWA,9.8,5.4
201301,BNA,RAM,9.8,5.4
201301,BNA,RBY,9.8,5.4
201301,BNA,RPA,9.8,5.4
201301,BNA,RQT,9.8,5.4
201301,BNA,RSP,9.8,5.4
201301,BNA,SCX,9.8,5.4
201301,BNA,SFH,9.8,5.4
201301,BNA,SKQ,9.8,5.4
201301,BNA,SKW,11.2,5.4
201301,BNA,SQH,9.8,5.4
201301,BNA,SWA,8.3,4.7
201301,BNA,SWQ,9.8,5.4
201301,BNA,TCF,9.8,5.4
201301,BNA,TPJ,9.8,5.4
201301,BNA,TWY,9.8,5.4
201301,BNA,UAL,9.8,5.4
201301,BNA,UJC,9.8,5.4
201301,BNA,USA,12.8,4.8
201301,BNA,USC,9.8,5.4
201301,BNA,VET,9.8,5.4
201301,BNA,VHT,9.8,5.4
201301,BNA,VNR,9.8,5.4
201301,BNA,VRT,9.8,5.4
201301,BNA,VTE,9.8,5.4
201301,BNL,ALL_FLTS,11.3,5.2
201301,BNL,VET,11.3,5.2
201301,BOI,AAY,8.8,3.2
201301,BOI,ALL_FLTS,9.224246395806029,3.376957928802589
201301,BOI,AMF,8.8,3.2
201301,BOI,CPZ,8.8,3.2
201301,BOI,DAL,13.1,4.5
201301,BOI,EJA,8.8,3.2
201301,BOI,ELJ,8.8,3.2
201301,BOI,FDX,9.6,5.3
201301,BOI,FTH,8.8,3.2
201301,BOI,GJS,8.8,3.2
201301,BOI,LYM,8.8,3.2
201301,BOI,PAT,8.8,3.2
201301,BOI,QXE,8.8,3.2
