#yyyymm,locid,faacarrier,nominal_taxi_out,nominal_taxi_in
201210,07FA,ALL_FLTS,11.3,5.2
201210,07FA,BJS,11.3,5.2
201210,07FA,EJA,11.3,5.2
201210,07FA,FIV,11.3,5.2
201210,07FA,VNR,11.3,5.2
201210,0B1,ALL_FLTS,11.3,5.2
201210,0B1,CNS,11.3,5.2
201210,0XA5,ALL_FLTS,11.3,5.2
201210,0XA5,GCT,11.3,5.2
201210,11R,ALL_FLTS,11.3,5.2
201210,11R,EJA,11.3,5.2
201210,19N,ALL_FLTS,11.3,5.2
201210,19N,CNS,11.3,5.2
201210,1A5,ALL_FLTS,11.3,5.2
201210,1A5,CNS,11.3,5.2
201210,1B1,ALL_FLTS,11.3,5.2
201210,1B1,LXJ,11.3,5.2
201210,1B1,OPT,11.3,5.2
201210,1B1,RJC,11.3,5.2
201210,1V6,ALL_FLTS,11.3,5.2
201210,1XA2,ALL_FLTS,11.3,5.2
201210,1XA2,EJA,11.3,5.2
201210,20V,ALL_FLTS,11.3,5.2
201210,20V,DCM,11.3,5.2
201210,27K,ALL_FLTS,11.3,5.2
201210,27K,GAJ,11.3,5.2
201210,2R9,ALL_FLTS,11.3,5.2
201210,2R9,GCT,11.3,5.2
201210,36U,ALL_FLTS,11.3,5.2
201210,36U,EJA,11.3,5.2
201210,36U,FIV,11.3,5.2
201210,36U,LXJ,11.3,5.2
201210,36U,TWY,11.3,5.2
201210,38XS,ALL_FLTS,11.3,5.2
201210,38XS,EJA,11.3,5.2
201210,39N,ALL_FLTS,11.3,5.2
201210,39N,CNS,11.3,5.2
201210,3AK5,ALL_FLTS,11.3,5.2
201210,3AK5,VTS,11.3,5.2
201210,3J7,ALL_FLTS,11.3,5.2
201210,3J7,EJA,11.3,5.2
201210,3J7,EJM,11.3,5.2
201210,3J7,ELJ,11.3,5.2
201210,3J7,FIV,11.3,5.2
201210,3J7,LXJ,11.3,5.2
201210,3J7,RVC,11.3,5.2
201210,3T5,ALL_FLTS,11.3,5.2
201210,3T5,DCM,11.3,5.2
201210,3T5,EJA,11.3,5.2
201210,3U3,ALL_FLTS,11.3,5.2
201210,3U3,FIV,11.3,5.2
201210,46U,ALL_FLTS,11.3,5.2
201210,46U,TWY,11.3,5.2
201210,49R,ALL_FLTS,11.3,5.2
201210,49R,GCT,11.3,5.2
201210,4A6,ALL_FLTS,11.3,5.2
201210,4A6,EJM,11.3,5.2
201210,4I3,ALL_FLTS,11.3,5.2
201210,4I3,EJM,11.3,5.2
201210,4I3,LXJ,11.3,5.2
201210,4I7,ALL_FLTS,11.3,5.2
201210,4I7,EJA,11.3,5.2
201210,4I7,SJJ,11.3,5.2
201210,4O4,ALL_FLTS,11.3,5.2
201210,4O4,EJA,11.3,5.2
201210,4O4,RVC,11.3,5.2
201210,4R3,ALL_FLTS,11.3,5.2
201210,4R3,NGF,11.3,5.2
201210,5A9,ALL_FLTS,11.3,5.2
201210,5A9,CNS,11.3,5.2
201210,5B2,ALL_FLTS,11.3,5.2
201210,5B2,EJA,11.3,5.2
201210,5B2,EJM,11.3,5.2
201210,5B2,OPT,11.3,5.2
201210,5T9,ALL_FLTS,11.3,5.2
201210,5T9,EJA,11.3,5.2
201210,5T9,MRA,11.3,5.2
201210,5Y1,ALL_FLTS,11.3,5.2
201210,5Y1,NKT,11.3,5.2
201210,6B0,ALL_FLTS,11.3,5.2
201210,6B0,HPK,11.3,5.2
201210,6S0,ALL_FLTS,11.3,5.2
201210,6S0,EJA,11.3,5.2
201210,6S8,ALL_FLTS,11.3,5.2
201210,6S8,NSI,11.3,5.2
201210,6TE6,ALL_FLTS,11.3,5.2
201210,6TE6,FIV,11.3,5.2
201210,7B2,ALL_FLTS,11.3,5.2
201210,7B2,HPK,11.3,5.2
201210,7LS3,ALL_FLTS,11.3,5.2
201210,7LS3,PHM,11.3,5.2
201210,89TE,ALL_FLTS,11.3,5.2
201210,89TE,JTL,11.3,5.2
201210,8A0,ALL_FLTS,11.3,5.2
201210,8A0,GTH,11.3,5.2
201210,9A1,ALL_FLTS,11.3,5.2
201210,9A1,DCM,11.3,5.2
201210,9D1,ALL_FLTS,11.3,5.2
201210,9D1,SLH,11.3,5.2
201210,9V9,ALL_FLTS,11.3,5.2
201210,9V9,DOW,11.3,5.2
201210,A08,ALL_FLTS,11.3,5.2
201210,A08,RVC,11.3,5.2
201210,AAO,ALL_FLTS,11.3,5.2
201210,AAO,EJA,11.3,5.2
201210,AAO,FIV,11.3,5.2
201210,AAO,JTL,11.3,5.2
201210,AAO,OPT,11.3,5.2
201210,AAO,XSR,11.3,5.2
201210,ABE,ALL_FLTS,10.479402985074627,3.4
201210,ABE,ASH,10.2,3.4
201210,ABE,ASQ,10.2,3.4
201210,ABE,BJS,10.2,3.4
201210,ABE,CHQ,10.2,3.4
201210,ABE,DCM,10.2,3.4
201210,ABE,ECJ,10.2,3.4
201210,ABE,EJA,10.2,3.4
201210,ABE,EJM,10.2,3.4
201210,ABE,FDX,10.2,3.4
201210,ABE,FFT,10.2,3.4
201210,ABE,FLG,11.8,3.4
201210,ABE,FSR,10.2,3.4
201210,ABE,GJE,10.2,3.4
201210,ABE,JIA,10.2,3.4
201210,ABE,LXJ,10.2,3.4
201210,ABE,NGF,10.2,3.4
201210,ABE,PDT,10.2,3.4
201210,ABE,TRS,10.2,3.4
201210,ABE,UCA,10.2,3.4
201210,ABE,VNR,10.2,3.4
201210,ABI,ALL_FLTS,6.833201581027668,3.1728682170542637
201210,ABI,EGF,6.8,3.1
201210,ABI,JTL,7.0,3.5
201210,ABI,MRA,7.0,3.5
201210,ABI,OPT,7.0,3.5
201210,ABI,SCX,7.0,3.5
201210,ABQ,AAL,9.0,4.5
201210,ABQ,AAY,8.4,4.6
201210,ABQ,AJI,8.4,4.6
201210,ABQ,ALL_FLTS,8.219553072625699,4.60230457801308
201210,ABQ,AMF,8.4,4.6
201210,ABQ,ASH,11.1,6.1
201210,ABQ,ASQ,8.4,4.6
201210,ABQ,BSK,8.4,4.6
201210,ABQ,CFS,8.4,4.6
201210,ABQ,CTA,8.4,4.6
201210,ABQ,CYO,8.4,4.6
201210,ABQ,DAL,11.3,6.3
201210,ABQ,DCM,8.4,4.6
201210,ABQ,DOJ,8.4,4.6
201210,ABQ,EGF,8.4,4.6
201210,ABQ,EJA,8.4,4.6
201210,ABQ,EJM,8.4,4.6
201210,ABQ,EJT,8.4,4.6
201210,ABQ,EMD,8.4,4.6
201210,ABQ,FDX,8.4,4.6
201210,ABQ,FFT,8.4,4.6
201210,ABQ,FIN,8.4,4.6
201210,ABQ,GLA,8.4,4.6
201210,ABQ,HON,8.4,4.6
201210,ABQ,IFL,8.4,4.6
201210,ABQ,JBU,8.4,4.6
201210,ABQ,JTL,8.4,4.6
201210,ABQ,LAK,8.4,4.6
201210,ABQ,LJY,8.4,4.6
201210,ABQ,NMI,8.4,4.6
201210,ABQ,NVT,8.4,4.6
201210,ABQ,OAT,8.4,4.6
201210,ABQ,OPT,8.4,4.6
201210,ABQ,PAT,8.4,4.6
201210,ABQ,PKW,8.4,4.6
201210,ABQ,RAX,8.4,4.6
201210,ABQ,RCH,8.4,4.6
201210,ABQ,RPA,8.4,4.6
201210,ABQ,RSP,8.4,4.6
201210,ABQ,SCX,8.4,4.6
201210,ABQ,SFH,8.4,4.6
201210,ABQ,SKW,9.1,5.6
201210,ABQ,SWA,7.1,4.0
201210,ABQ,TCF,8.4,4.6
201210,ABQ,TWY,8.4,4.6
201210,ABQ,UAL,9.3,5.6
201210,ABQ,UPS,8.4,4.6
201210,ABQ,USA,10.8,5.6
201210,ABQ,USC,8.4,4.6
201210,ABQ,VNR,8.4,4.6
201210,ABQ,XSR,8.4,4.6
201210,ABR,ALL_FLTS,11.3,5.2
201210,ABR,CSK,11.3,5.2
201210,ABR,DCM,11.3,5.2
201210,ABR,SKW,11.3,5.2
201210,ABY,ALL_FLTS,8.1,3.2
201210,ABY,ASQ,8.1,3.2
201210,ABY,DCM,8.1,3.2
201210,ABY,UPS,8.1,3.2
201210,ACK,ALL_FLTS,13.3,4.4
201210,ACK,CNS,13.3,4.4
201210,ACK,DCM,13.3,4.4
201210,ACK,EJA,13.3,4.4
201210,ACK,EJM,13.3,4.4
201210,ACK,ELJ,13.3,4.4
201210,ACK,FIV,13.3,4.4
201210,ACK,GPD,13.3,4.4
201210,ACK,GTH,13.3,4.4
201210,ACK,ISA,13.3,4.4
201210,ACK,JBU,13.3,4.4
201210,ACK,KAP,13.3,4.4
201210,ACK,LXJ,13.3,4.4
201210,ACK,MMN,13.3,4.4
201210,ACK,OPT,13.3,4.4
201210,ACK,RLI,13.3,4.4
201210,ACK,TFF,13.3,4.4
201210,ACK,VNR,13.3,4.4
201210,ACK,WIG,13.3,4.4
201210,ACT,AAY,11.3,5.2
201210,ACT,ALL_FLTS,11.3,5.2
201210,ACT,DCM,11.3,5.2
201210,ACT,EGF,11.3,5.2
201210,ACT,EJM,11.3,5.2
201210,ACT,FIV,11.3,5.2
201210,ACT,TWY,11.3,5.2
201210,ACT,UAL,11.3,5.2
201210,ACT,UJC,11.3,5.2
201210,ACV,ALL_FLTS,7.399668874172185,3.6756676557863504
201210,ACV,SKW,7.4,3.7
201210,ACY,ALL_FLTS,9.9,4.4
201210,ACY,BSK,9.9,4.4
201210,ACY,CXP,9.9,4.4
201210,ACY,DCM,9.9,4.4
201210,ACY,EJA,9.9,4.4
201210,ACY,FLC,9.9,4.4
201210,ACY,GTH,9.9,4.4
201210,ACY,NKS,9.9,4.4
201210,ACY,NLE,9.9,4.4
201210,ACY,RJC,9.9,4.4
201210,ACY,SGB,9.9,4.4
201210,ACY,SRY,9.9,4.4
201210,ACY,SWQ,9.9,4.4
201210,ACY,TFF,9.9,4.4
201210,ACY,UJC,9.9,4.4
201210,ACY,VNR,9.9,4.4
201210,ADK,ALL_FLTS,11.3,5.2
201210,ADK,ASA,11.3,5.2
201210,ADQ,AER,4.9,3.0
201210,ADQ,ALL_FLTS,4.937857142857143,3.0
201210,ADQ,ASA,5.1,3.0
201210,ADQ,ERR,4.9,3.0
201210,ADQ,FLC,4.9,3.0
201210,ADQ,TNV,4.9,3.0
201210,ADS,AJI,11.3,5.2
201210,ADS,ALL_FLTS,11.3,5.2
201210,ADS,BJS,11.3,5.2
201210,ADS,CCY,11.3,5.2
201210,ADS,CTL,11.3,5.2
201210,ADS,DCM,11.3,5.2
201210,ADS,EJA,11.3,5.2
201210,ADS,EJM,11.3,5.2
201210,ADS,ELJ,11.3,5.2
201210,ADS,FIV,11.3,5.2
201210,ADS,FLX,11.3,5.2
201210,ADS,GCT,11.3,5.2
201210,ADS,GTX,11.3,5.2
201210,ADS,JLG,11.3,5.2
201210,ADS,JTL,11.3,5.2
201210,ADS,LXJ,11.3,5.2
201210,ADS,MRA,11.3,5.2
201210,ADS,OPT,11.3,5.2
201210,ADS,RSP,11.3,5.2
201210,ADS,SBE,11.3,5.2
201210,ADS,VNR,11.3,5.2
201210,ADW,ALL_FLTS,11.3,5.2
201210,ADW,BSK,11.3,5.2
201210,ADW,CXP,11.3,5.2
201210,ADW,DAL,11.3,5.2
201210,ADW,PAT,11.3,5.2
201210,ADW,RCH,11.3,5.2
201210,ADW,SCX,11.3,5.2
201210,ADW,TRS,11.3,5.2
201210,AEX,ALL_FLTS,9.6,2.827272727272727
201210,AEX,ASQ,9.6,2.7
201210,AEX,DAL,9.6,2.7
201210,AEX,EGF,9.6,3.1
201210,AEX,EJA,9.6,2.7
201210,AEX,FLG,9.6,2.7
201210,AEX,GTI,9.6,2.7
201210,AEX,LXJ,9.6,2.7
201210,AEX,PAT,9.6,2.7
201210,AEX,RPN,9.6,2.7
201210,AEX,SCX,9.6,2.7
201210,AEX,SWA,9.6,2.7
201210,AEX,TRS,9.6,2.7
201210,AEX,UAL,9.6,2.7
201210,AEX,VNR,9.6,2.7
201210,AFJ,ALL_FLTS,11.3,5.2
201210,AFJ,EJA,11.3,5.2
201210,AFW,AAL,8.3,6.2
201210,AFW,ALL_FLTS,8.3,6.2
201210,AFW,BVN,8.3,6.2
201210,AFW,EJA,8.3,6.2
201210,AFW,EJM,8.3,6.2
201210,AFW,FDX,8.3,6.2
201210,AFW,JTL,8.3,6.2
201210,AFW,RVJ,8.3,6.2
201210,AFW,TWY,8.3,6.2
201210,AGC,ALL_FLTS,11.3,5.2
201210,AGC,CNK,11.3,5.2
201210,AGC,EJA,11.3,5.2
201210,AGC,ELJ,11.3,5.2
201210,AGC,GTH,11.3,5.2
201210,AGC,JTL,11.3,5.2
201210,AGC,LAK,11.3,5.2
201210,AGC,LBQ,11.3,5.2
201210,AGC,LJY,11.3,5.2
201210,AGC,LMO,11.3,5.2
201210,AGC,MLN,11.3,5.2
201210,AGC,NGF,11.3,5.2
201210,AGC,OPT,11.3,5.2
201210,AGC,PXG,11.3,5.2
201210,AGC,TFF,11.3,5.2
201210,AGO,ALL_FLTS,11.3,5.2
201210,AGO,DCM,11.3,5.2
201210,AGS,ALL_FLTS,11.0,3.1
201210,AGS,ASQ,11.0,3.1
201210,AGS,AWI,11.0,3.1
201210,AGS,BJS,11.0,3.1
201210,AGS,BKA,11.0,3.1
201210,AGS,DAL,11.0,3.1
201210,AGS,DCM,11.0,3.1
201210,AGS,EJA,11.0,3.1
201210,AGS,EJM,11.0,3.1
201210,AGS,FIV,11.0,3.1
201210,AGS,JCT,11.0,3.1
201210,AGS,OPT,11.0,3.1
201210,AGS,PDT,11.0,3.1
201210,AGS,PWA,11.0,3.1
201210,AHN,ALL_FLTS,11.3,5.2
201210,AHN,ASQ,11.3,5.2
201210,AHN,BJS,11.3,5.2
201210,AHN,EJA,11.3,5.2
201210,AHN,GGA,11.3,5.2
201210,AHN,NGF,11.3,5.2
201210,AHN,NMI,11.3,5.2
201210,AHN,TPJ,11.3,5.2
201210,AIA,ALL_FLTS,11.3,5.2
201210,AIA,GLA,11.3,5.2
201210,AIK,ALL_FLTS,11.3,5.2
201210,AIK,BJS,11.3,5.2
201210,AIK,FIV,11.3,5.2
201210,AIK,LXJ,11.3,5.2
201210,AIK,TFF,11.3,5.2
201210,AIZ,ALL_FLTS,11.3,5.2
201210,AIZ,LXJ,11.3,5.2
201210,AK40,ALL_FLTS,11.3,5.2
201210,AK40,LYC,11.3,5.2
201210,AK40,SVX,11.3,5.2
201210,AK40,VTS,11.3,5.2
201210,AKN,AER,11.3,5.2
201210,AKN,ALL_FLTS,11.3,5.2
201210,AKN,NAC,11.3,5.2
201210,AKN,PEN,11.3,5.2
201210,AKN,VTS,11.3,5.2
201210,ALB,ALL_FLTS,10.022085530169889,3.3712946690099588
201210,ALB,AMF,10.2,3.5
201210,ALB,ASH,11.9,2.6
201210,ALB,ASQ,10.2,3.5
201210,ALB,AWI,10.2,3.5
201210,ALB,BJS,10.2,3.5
201210,ALB,CPZ,10.2,3.5
201210,ALB,DAL,10.2,3.5
201210,ALB,DCM,10.2,3.5
201210,ALB,EJA,10.2,3.5
201210,ALB,ELJ,10.2,3.5
201210,ALB,FDX,10.2,3.5
201210,ALB,FIV,10.2,3.5
201210,ALB,FLG,12.7,3.1
201210,ALB,GJS,10.2,3.5
201210,ALB,GTH,10.2,3.5
201210,ALB,JIA,10.2,3.5
201210,ALB,KAP,10.2,3.5
201210,ALB,LJY,10.2,3.5
201210,ALB,LXJ,10.2,3.5
201210,ALB,NUK,10.2,3.5
201210,ALB,OPT,10.2,3.5
201210,ALB,PAT,10.2,3.5
201210,ALB,PDT,10.2,3.5
201210,ALB,RJC,10.2,3.5
201210,ALB,RLI,10.2,3.5
201210,ALB,RPA,10.2,3.5
201210,ALB,SCM,10.2,3.5
201210,ALB,SKW,10.2,3.5
201210,ALB,SWA,7.6,3.2
201210,ALB,UAL,10.2,3.2
201210,ALB,UCA,10.2,3.5
201210,ALB,UPS,10.2,3.5
201210,ALB,USA,13.5,3.2
201210,ALB,WIG,10.2,3.5
201210,ALI,ALL_FLTS,11.3,5.2
201210,ALI,OPT,11.3,5.2
201210,ALM,ALL_FLTS,11.3,5.2
201210,ALM,CTA,11.3,5.2
201210,ALN,ALL_FLTS,11.3,5.2
201210,ALN,JTL,11.3,5.2
201210,ALO,ALL_FLTS,11.3,5.2
201210,ALO,EGF,11.3,5.2
201210,ALO,EJA,11.3,5.2
201210,ALO,SCX,11.3,5.2
201210,ALS,ALL_FLTS,11.3,5.2
201210,ALS,GLA,11.3,5.2
201210,ALS,LYM,11.3,5.2
201210,ALW,ALL_FLTS,11.3,5.2
201210,ALW,OPT,11.3,5.2
201210,ALW,PAT,11.3,5.2
201210,ALW,QXE,11.3,5.2
201210,AMA,ALL_FLTS,7.3277241379310345,4.093810178817057
201210,AMA,AMF,7.4,4.4
201210,AMA,ASQ,7.4,4.4
201210,AMA,EGF,7.4,3.8
201210,AMA,EJA,7.4,4.4
201210,AMA,ELJ,7.4,4.4
201210,AMA,FIV,7.4,4.4
201210,AMA,OPT,7.4,4.4
201210,AMA,SSH,7.4,4.4
201210,AMA,SWA,7.2,4.1
201210,AMA,UAL,7.4,4.4
201210,AMA,ULA,7.4,4.4
201210,AMA,VNR,7.4,4.4
201210,AMG,ALL_FLTS,11.3,5.2
201210,AMG,EJA,11.3,5.2
201210,AMW,ALL_FLTS,11.3,5.2
201210,AMW,UJC,11.3,5.2
201210,ANB,ALL_FLTS,11.3,5.2
201210,ANB,SWA,11.3,5.2
201210,ANC,AAR,10.9,4.1
201210,ANC,AER,10.9,4.1
201210,ANC,ALL_FLTS,10.868128453038674,4.064070536370316
201210,ANC,ASA,10.5,3.8
201210,ANC,BSK,10.9,4.1
201210,ANC,CAL,10.9,4.1
201210,ANC,CAO,10.9,4.1
201210,ANC,CFG,10.9,4.1
201210,ANC,CFS,10.9,4.1
201210,ANC,CKK,10.9,4.1
201210,ANC,CKS,10.9,4.1
201210,ANC,CON,10.9,4.1
201210,ANC,CPA,10.9,4.1
201210,ANC,CSN,10.9,4.1
201210,ANC,DAL,14.3,5.9
201210,ANC,DOJ,10.9,4.1
201210,ANC,EIA,10.9,4.1
201210,ANC,EJM,10.9,4.1
201210,ANC,ERR,10.9,4.1
201210,ANC,EVA,10.9,4.1
201210,ANC,FDX,10.9,4.1
201210,ANC,FLC,10.9,4.1
201210,ANC,GTI,10.9,4.1
201210,ANC,GUN,10.9,4.1
201210,ANC,IAR,10.9,4.1
201210,ANC,KAL,10.9,4.1
201210,ANC,LYC,10.9,4.1
201210,ANC,NAC,10.9,4.1
201210,ANC,NCA,10.9,4.1
201210,ANC,OAE,10.9,4.1
201210,ANC,PAC,10.9,4.1
201210,ANC,PEN,10.9,4.1
201210,ANC,RYA,10.9,4.1
201210,ANC,SHE,10.9,4.1
201210,ANC,SOO,10.9,4.1
201210,ANC,SQC,10.9,4.1
201210,ANC,SVX,10.9,4.1
201210,ANC,TBJ,10.9,4.1
201210,ANC,TNV,10.9,4.1
201210,ANC,TPJ,10.9,4.1
201210,ANC,UAL,10.9,4.1
201210,ANC,UPS,10.9,4.1
201210,ANC,USA,10.9,4.1
201210,ANC,VDA,10.9,4.1
201210,ANC,VTS,10.9,4.1
201210,ANC,WOA,10.9,4.1
201210,ANC,YZR,10.9,4.1
201210,AND,ALL_FLTS,11.3,5.2
201210,AND,DCM,11.3,5.2
201210,AND,RJC,11.3,5.2
201210,ANI,AER,11.3,5.2
201210,ANI,ALL_FLTS,11.3,5.2
201210,ANI,ERR,11.3,5.2
201210,ANI,NAC,11.3,5.2
201210,ANI,PEN,11.3,5.2
201210,ANI,VTS,11.3,5.2
201210,ANJ,ALL_FLTS,11.3,5.2
201210,ANJ,BJS,11.3,5.2
201210,ANW,ALL_FLTS,11.3,5.2
201210,ANW,EJA,11.3,5.2
201210,ANW,IFA,11.3,5.2
201210,AOO,ALL_FLTS,11.3,5.2
201210,AOO,EJA,11.3,5.2
201210,AOO,SIL,11.3,5.2
201210,APA,ALL_FLTS,11.3,5.2
201210,APA,BJS,11.3,5.2
201210,APA,CTA,11.3,5.2
201210,APA,DCM,11.3,5.2
201210,APA,EJA,11.3,5.2
201210,APA,EJM,11.3,5.2
201210,APA,ELJ,11.3,5.2
201210,APA,FIV,11.3,5.2
201210,APA,FLC,11.3,5.2
201210,APA,FLX,11.3,5.2
201210,APA,FTH,11.3,5.2
201210,APA,GTH,11.3,5.2
201210,APA,JAS,11.3,5.2
201210,APA,JLG,11.3,5.2
201210,APA,JNH,11.3,5.2
201210,APA,JTL,11.3,5.2
201210,APA,LMO,11.3,5.2
201210,APA,LXJ,11.3,5.2
201210,APA,LYM,11.3,5.2
201210,APA,NSH,11.3,5.2
201210,APA,OPT,11.3,5.2
201210,APA,RSP,11.3,5.2
201210,APA,SDE,11.3,5.2
201210,APA,SQH,11.3,5.2
201210,APA,TWY,11.3,5.2
201210,APA,ULA,11.3,5.2
201210,APA,USC,11.3,5.2
201210,APA,VNR,11.3,5.2
201210,APA,WAE,11.3,5.2
201210,APA,WWI,11.3,5.2
201210,APA,XFL,11.3,5.2
201210,APA,XLS,11.3,5.2
201210,APC,ALL_FLTS,11.3,5.2
201210,APC,BJS,11.3,5.2
201210,APC,CHN,11.3,5.2
201210,APC,DCM,11.3,5.2
201210,APC,EJA,11.3,5.2
201210,APC,EJM,11.3,5.2
201210,APC,FIV,11.3,5.2
201210,APC,GAJ,11.3,5.2
201210,APC,JAS,11.3,5.2
201210,APC,LXJ,11.3,5.2
201210,APC,OPT,11.3,5.2
201210,APC,PEG,11.3,5.2
201210,APC,RSP,11.3,5.2
201210,APC,TWY,11.3,5.2
201210,APC,ULA,11.3,5.2
201210,APC,VNR,11.3,5.2
201210,APF,ALL_FLTS,11.3,5.2
201210,APF,BJS,11.3,5.2
201210,APF,CNS,11.3,5.2
201210,APF,DCM,11.3,5.2
201210,APF,DOW,11.3,5.2
201210,APF,EGC,11.3,5.2
201210,APF,EJA,11.3,5.2
201210,APF,EJM,11.3,5.2
201210,APF,ELJ,11.3,5.2
201210,APF,FIV,11.3,5.2
201210,APF,GCT,11.3,5.2
201210,APF,LXJ,11.3,5.2
201210,APF,OPT,11.3,5.2
201210,APF,SSH,11.3,5.2
201210,APF,TKK,11.3,5.2
201210,APF,TWY,11.3,5.2
201210,APN,ALL_FLTS,11.3,5.2
201210,APN,SKW,11.3,5.2
201210,APN,WLV,11.3,5.2
201210,APY,ALL_FLTS,11.3,5.2
201210,APY,EJA,11.3,5.2
201210,ARA,ALL_FLTS,11.3,5.2
201210,ARA,EJA,11.3,5.2
201210,ARA,FDX,11.3,5.2
201210,ARA,GCT,11.3,5.2
201210,ARA,UAL,11.3,5.2
201210,ARA,XSR,11.3,5.2
201210,ART,ALL_FLTS,11.3,5.2
201210,ART,EGF,11.3,5.2
201210,ART,EJA,11.3,5.2
201210,ARV,ALL_FLTS,11.3,5.2
201210,ARV,EGC,11.3,5.2
201210,ARV,EJA,11.3,5.2
201210,ARV,OPT,11.3,5.2
201210,ASE,ALL_FLTS,8.368159203980099,3.1333333333333333
201210,ASE,BJS,8.0,2.9
201210,ASE,EJA,8.0,2.9
201210,ASE,EJM,8.0,2.9
201210,ASE,FIV,8.0,2.9
201210,ASE,GAJ,8.0,2.9
201210,ASE,GCT,8.0,2.9
201210,ASE,JAS,8.0,2.9
201210,ASE,LXJ,8.0,2.9
201210,ASE,OPT,8.0,2.9
201210,ASE,RSP,8.0,2.9
201210,ASE,SKW,8.5,3.2
201210,ASE,TWY,8.0,2.9
201210,ASE,VNR,8.0,2.9
201210,ASG,ALL_FLTS,11.3,5.2
201210,ASG,AMF,11.3,5.2
201210,ASG,EJA,11.3,5.2
201210,ASG,JTL,11.3,5.2
201210,ASG,ULA,11.3,5.2
201210,ASH,ALL_FLTS,11.3,5.2
201210,ASH,EJA,11.3,5.2
201210,ASH,GPD,11.3,5.2
201210,ASN,ALL_FLTS,11.3,5.2
201210,ASN,EJM,11.3,5.2
201210,ASN,OPT,11.3,5.2
201210,AST,ALL_FLTS,11.3,5.2
201210,AST,AMF,11.3,5.2
201210,ASX,ALL_FLTS,11.3,5.2
201210,ASX,EJA,11.3,5.2
201210,ATL,AAL,13.4,6.8
201210,ATL,AAR,12.9,7.0
201210,ATL,AAY,12.9,7.0
201210,ATL,ABX,12.9,7.0
201210,ATL,AFR,12.9,7.0
201210,ATL,AJI,12.9,7.0
201210,ATL,ALL_FLTS,13.064204190118824,7.044547952374722
201210,ATL,ASA,12.9,7.0
201210,ATL,ASH,11.3,5.9
201210,ATL,ASQ,12.9,7.0
201210,ATL,AWI,12.9,7.0
201210,ATL,BAW,12.9,7.0
201210,ATL,BJS,12.9,7.0
201210,ATL,BOS,12.9,7.0
201210,ATL,BSK,12.9,7.0
201210,ATL,BVN,12.9,7.0
201210,ATL,CAL,12.9,7.0
201210,ATL,CCY,12.9,7.0
201210,ATL,CHQ,12.9,7.0
201210,ATL,CKK,12.9,7.0
201210,ATL,CLX,12.9,7.0
201210,ATL,CNS,12.9,7.0
201210,ATL,CPA,12.9,7.0
201210,ATL,CPZ,12.9,7.0
201210,ATL,CSJ,12.9,7.0
201210,ATL,CTL,12.9,7.0
201210,ATL,DAL,13.9,7.2
201210,ATL,DCM,12.9,7.0
201210,ATL,DLH,12.9,7.0
201210,ATL,DOJ,12.9,7.0
201210,ATL,EGF,10.6,6.0
201210,ATL,EJA,12.9,7.0
201210,ATL,EJM,12.9,7.0
201210,ATL,ELJ,12.9,7.0
201210,ATL,EVA,12.9,7.0
201210,ATL,FDX,12.9,7.0
201210,ATL,FFT,12.2,6.5
201210,ATL,FIV,12.9,7.0
201210,ATL,FLG,15.2,8.1
201210,ATL,FWK,12.9,7.0
201210,ATL,GEC,12.9,7.0
201210,ATL,GTI,12.9,7.0
201210,ATL,HAL,12.9,7.0
201210,ATL,JTL,12.9,7.0
201210,ATL,JZA,12.9,7.0
201210,ATL,KAL,12.9,7.0
201210,ATL,KLM,12.9,7.0
201210,ATL,LJY,12.9,7.0
201210,ATL,LXJ,12.9,7.0
201210,ATL,LYC,12.9,7.0
201210,ATL,MDS,12.9,7.0
201210,ATL,NAO,12.9,7.0
201210,ATL,NKS,12.9,7.0
201210,ATL,NMI,12.9,7.0
201210,ATL,OAE,12.9,7.0
201210,ATL,OPT,12.9,7.0
201210,ATL,PRY,12.9,7.0
201210,ATL,PWA,12.9,7.0
201210,ATL,QTR,12.9,7.0
201210,ATL,RAX,12.9,7.0
201210,ATL,RBY,12.9,7.0
201210,ATL,RJC,12.9,7.0
201210,ATL,RPA,12.9,7.0
201210,ATL,RPN,12.9,7.0
201210,ATL,RRR,12.9,7.0
201210,ATL,RSP,12.9,7.0
201210,ATL,RUF,12.9,7.0
201210,ATL,SBE,12.9,7.0
201210,ATL,SIL,12.9,7.0
201210,ATL,SKW,14.2,7.3
201210,ATL,SLI,12.9,7.0
201210,ATL,SQC,12.9,7.0
201210,ATL,SUB,12.9,7.0
201210,ATL,SWA,12.9,7.0
201210,ATL,SWQ,12.9,7.0
201210,ATL,TCF,12.9,7.0
201210,ATL,TRS,9.8,6.5
201210,ATL,UAL,12.3,6.2
201210,ATL,UPS,12.9,7.0
201210,ATL,USA,14.0,6.2
201210,ATL,VET,12.9,7.0
201210,ATL,VNR,12.9,7.0
201210,ATS,ALL_FLTS,11.3,5.2
201210,ATS,EJA,11.3,5.2
201210,ATW,AAY,9.5,3.5
201210,ATW,ALL_FLTS,9.696055226824457,3.6018255578093306
201210,ATW,ASQ,9.5,3.5
201210,ATW,DAL,9.5,3.5
201210,ATW,DOW,9.5,3.5
201210,ATW,EJA,9.5,3.5
201210,ATW,EJM,9.5,3.5
201210,ATW,FDX,9.5,3.5
201210,ATW,FLG,10.9,3.7
201210,ATW,FRG,9.5,3.5
201210,ATW,SCX,9.5,3.5
